Aug 23, 2021 11:47:42.692841000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692866000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692877000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692886000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692894000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692901000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.694020000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.724031000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.724094000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.729623000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.729951000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.730591000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.730614000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.732505000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.732552000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.733475000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.742464000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.744886000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.750549000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.750740000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.751009000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.756960000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.757160000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.757350000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.762896000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.763047000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.763543000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.763759000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.800651000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.807574000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.811481000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.811984000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.878439000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.878731000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.879411000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.887456000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.888932000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.956642000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.956711000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:42.957137000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:43.024054000 -03,192.168.1.12,191.235.200.77,6,52492,443
Aug 23, 2021 11:47:43.334694000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:43.336674000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:43.383858000 -03,192.168.1.12,191.235.123.80,6,37166,443
