Aug 23, 2021 11:47:26.163951000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:26.214134000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.490409000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.490962000 -03,192.168.1.12,192.168.1.1,17,
Aug 23, 2021 11:47:41.491146000 -03,192.168.1.12,192.168.1.1,17,
Aug 23, 2021 11:47:41.491292000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.562582000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.600271000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.600731000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.601803000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.604480000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.604617000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:41.670434000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.680298000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.751969000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.754217000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.758387000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.758488000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.823324000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.823444000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.823937000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.826441000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.983572000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:41.984564000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.000211000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.000913000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.001002000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.037640000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.037710000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.070566000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.187242000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.206635000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.210341000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.210721000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.226537000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.263458000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.281266000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.281432000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.313854000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.357976000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.462178000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.463225000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.621952000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.662733000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.672489000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.680144000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.680205000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.682052000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.686524000 -03,192.168.1.12,104.16.249.249,6,44620,443
Aug 23, 2021 11:47:42.687808000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.688274000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.688418000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.688435000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692723000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692789000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692816000 -03,192.168.1.12,191.235.123.80,6,37166,443
Aug 23, 2021 11:47:42.692828000 -03,192.168.1.12,191.235.123.80,6,37166,443
